ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - Ma ThÞ NghiÖp Háa U Minh Giíi	6	1	351	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Ma ThÞ NghiÖp Háa U Minh Giíi (7/9)	0	4	2262	1	0	0	7	9	1800000000
§å phæ Hoµng Kim - Ma ThÞ NghiÖp Háa U Minh Giíi	6	1	351	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Ma ThÞ NghiÖp Háa U Minh Giíi (8/9)	0	4	2263	1	0	0	8	9	1800000000
§å phæ Hoµng Kim - Ma ThÞ NghiÖp Háa U Minh Giíi	6	1	351	Vâ L©m MËt TÞch	6	1	26																																							M¶nh Ma ThÞ NghiÖp Háa U Minh Giíi (9/9)	0	4	2264	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	352	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	L­u Tinh. §ao ph¸p	6	1	36				M¶nh Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi (1/6)	0	4	2265	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	352	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	L­u Tinh. §ao ph¸p	6	1	36				M¶nh Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi (2/6)	0	4	2266	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	352	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	L­u Tinh. §ao ph¸p	6	1	36				M¶nh Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi (3/6)	0	4	2267	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	352	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	L­u Tinh. §ao ph¸p	6	1	36				M¶nh Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi (4/6)	0	4	2268	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	352	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	L­u Tinh. §ao ph¸p	6	1	36				M¶nh Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi (5/6)	0	4	2269	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	6	1	352	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	2	102	Chu Sa kho¸ng	6	1	204	8		89	Khæng T­íc Th¹ch	6	1	201	8	4	108	L­u Tinh. §ao ph¸p	6	1	36				M¶nh Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi (6/6)	0	4	2270	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 	6	1	353	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	L­u Tinh. §ao ph¸p	6	1	36				Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		111	Phï Dung Th¹ch	6	1	203	8	4	105	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ s¬n  H¶i Phi Hång Lý (1/6) 	0	4	2271	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 	6	1	353	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	L­u Tinh. §ao ph¸p	6	1	36				Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		111	Phï Dung Th¹ch	6	1	203	8	4	105	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ s¬n  H¶i Phi Hång Lý (2/6) 	0	4	2272	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 	6	1	353	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	L­u Tinh. §ao ph¸p	6	1	36				Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		111	Phï Dung Th¹ch	6	1	203	8	4	105	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ s¬n  H¶i Phi Hång Lý (3/6) 	0	4	2273	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 	6	1	353	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	L­u Tinh. §ao ph¸p	6	1	36				Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		111	Phï Dung Th¹ch	6	1	203	8	4	105	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ s¬n  H¶i Phi Hång Lý (4/6) 	0	4	2274	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 	6	1	353	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	L­u Tinh. §ao ph¸p	6	1	36				Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		111	Phï Dung Th¹ch	6	1	203	8	4	105	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ s¬n  H¶i Phi Hång Lý (5/6) 	0	4	2275	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - Ma ThÞ s¬n  H¶i Phi Hång Lý 	6	1	353	HuyÒn ThiÕt kho¸ng	6	1	200	7		85	L­u Tinh. §ao ph¸p	6	1	36				Chu Sa kho¸ng	6	1	204	8		89	HuyÒn ThiÕt kho¸ng	6	1	200	8		111	Phï Dung Th¹ch	6	1	203	8	4	105	Vâ L©m MËt TÞch	6	1	26				M¶nh Ma ThÞ s¬n  H¶i Phi Hång Lý (6/6) 	0	4	2276	1	0	0	6	6	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(1/9)	0	4	2277	1	0	0	1	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(2/9)	0	4	2278	1	0	0	2	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(3/9)	0	4	2279	1	0	0	3	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(4/9)	0	4	2280	1	0	0	4	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(5/9)	0	4	2281	1	0	0	5	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(6/9)	0	4	2282	1	0	0	6	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(7/9)	0	4	2283	1	0	0	7	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(8/9)	0	4	2284	1	0	0	8	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Th¸i Cùc KiÕm	6	1	354	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	4	171	MËt Ng©n kho¸ng	6	1	202	8		89	Phï Dung Th¹ch	6	1	203	7	2	102	Chung Nhò th¹ch	6	1	205	6	2	110	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c Th¸i Cùc KiÕm(9/9)	0	4	2285	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Vâ §ang QuyÒn Ph¸p	6	1	33				MËt Ng©n kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (1/6)	0	4	2286	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Vâ §ang QuyÒn Ph¸p	6	1	33				MËt Ng©n kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (2/6)	0	4	2287	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Vâ §ang QuyÒn Ph¸p	6	1	33				MËt Ng©n kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (3/6)	0	4	2288	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Vâ §ang QuyÒn Ph¸p	6	1	33				MËt Ng©n kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (4/6)	0	4	2289	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Vâ §ang QuyÒn Ph¸p	6	1	33				MËt Ng©n kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (5/6)	0	4	2290	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Ng· §¹o Bµo	6	1	355	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Vâ §ang QuyÒn Ph¸p	6	1	33				MËt Ng©n kho¸ng	6	1	202	7		113	Khæng T­íc Th¹ch	6	1	201	8	0	101	Chu Sa Kho¸ng	6	1	204	6		89	Vâ L©m MËt TÞch	6	1	26				M¶nh L¨ng Nh¹c V« Ng· §¹o Bµo (6/6)	0	4	2291	1	0	0	6	6	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (1/9)	0	4	2292	1	0	0	1	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (2/9)	0	4	2293	1	0	0	2	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (3/9)	0	4	2294	1	0	0	3	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (4/9)	0	4	2295	1	0	0	4	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (5/9)	0	4	2296	1	0	0	5	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (6/9)	0	4	2297	1	0	0	6	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (7/9)	0	4	2298	1	0	0	7	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (8/9)	0	4	2299	1	0	0	8	9	1800000000
§å phæ hoµng kim - L¨ng Nh¹c Né L«i Ph¸p Giíi	6	1	356	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	0	101	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	7	2	110	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				M¶nh L¨ng Nh¹c Né L«i Thóc Yªu (9/9)	0	4	2300	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	0	101								M¶nh L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi (1/6) 	0	4	2301	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	0	101								M¶nh L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi (2/6) 	0	4	2302	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	0	101								M¶nh L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi (3/6) 	0	4	2303	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	0	101								M¶nh L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi (4/6) 	0	4	2304	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	0	101								M¶nh L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi (5/6) 	0	4	2305	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	6	1	357	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Th¸i Cùc QuyÒn Phæ. QuyÓn 3	6	1	33				Chu Sa kho¸ng	6	1	204	8		89	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	0	101								M¶nh L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi (6/6) 	0	4	2306	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (1/9)	0	4	2307	1	0	0	1	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (2/9)	0	4	2308	1	0	0	2	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (3/9)	0	4	2309	1	0	0	3	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (4/9)	0	4	2310	1	0	0	4	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (5/9)	0	4	2311	1	0	0	5	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (6/9)	0	4	2312	1	0	0	6	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (7/9)	0	4	2313	1	0	0	7	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (8/9)	0	4	2314	1	0	0	8	9	1800000000
§å phæ Hoµng Kim - L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng giíi	6	1	358	Vâ L©m MËt TÞch	6	1	26																																							M¶nh L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi (9/9)	0	4	2315	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - CËp Phong Ch©n Vò KiÕm	6	1	359	HuyÒn ThiÕt kho¸ng	6	1	200	8		126	MËt Ng©n kho¸ng	6	1	202	8		166	Chu Sa kho¸ng	6	1	204	7		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Ch©n Vò KiÕm (1/9) 	0	4	2316	1	0	0	1	9	1800000000
§å phæ Hoµng Kim - CËp Phong Ch©n Vò KiÕm	6	1	359	HuyÒn ThiÕt kho¸ng	6	1	200	8		126	MËt Ng©n kho¸ng	6	1	202	8		166	Chu Sa kho¸ng	6	1	204	7		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Ch©n Vò KiÕm (2/9) 	0	4	2317	1	0	0	2	9	1800000000
§å phæ Hoµng Kim - CËp Phong Ch©n Vò KiÕm	6	1	359	HuyÒn ThiÕt kho¸ng	6	1	200	8		126	MËt Ng©n kho¸ng	6	1	202	8		166	Chu Sa kho¸ng	6	1	204	7		115	Khæng T­íc Th¹ch	6	1	201	7	0	121	Phï Dung Th¹ch	6	1	203	6	2	123	Vâ L©m MËt TÞch	6	1	26				M¶nh Ch©n Vò KiÕm (3/9) 	0	4	2318	1	0	0	3	9	1800000000
