Tªn Trang BÞ	ItemGenre	DetailType	ParticularType	SPR		Ngang	Däc				Level																																			Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Opt	Opt		Skill	Dßng Cuèi		
[ChÝ T«n] Anh Hµo LÖ ¢m Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth125yh.spr	23	2	3	Bé trang bÞ Thiªn NhÉn M©u cÊp [ChÝ T«n] Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	7									1714	2434	1754	1874	2618	2831	817	842	6	1472	2794	2	15
[ChÝ T«n] Anh Hµo LÖ ¢m Th­¬ng	0	0	3	\spr\item\equip\weapon\obj-staff33yh.spr	12	1	4	Bé trang bÞ Thiªn NhÉn M©u cÊp [ChÝ T«n] Anh Hµo (7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	150	39	7									2717	2274	1993	2034	2114	2831	817	842	7		1670	2	15
[ChÝ T«n] Anh Hµo LÖ ¢m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes125yh.spr	26	2	2	Bé trang bÞ Thiªn NhÉn M©u cÊp [ChÝ T«n] Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	7									1714	2354	1754	1914	1954	2194	817	842	8		2234	2	15
[ChÝ T«n] Anh Hµo LÖ ¢m Béi	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	Bé trang bÞ Thiªn NhÉn M©u cÊp [ChÝ T«n] Anh Hµo (9)	3	99999	10	0																						36	150	39	7									1714	2314	1754	1794	2114	2194	817	842	9	1462	2234	2	15
[ChÝ T«n] Anh Hµo LÖ ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn M©u cÊp [ChÝ T«n] Anh Hµo (10)	4	99999	10	0																						36	150	39	7									1714	2394	1754	1834	2114	2194	817	842	10		1670	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (1)	1	99999	10	0																						36	150	39	7									1714	2434	1754	1874	2154	2194	818	843	1	1484	2234	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap125yh.spr	28	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (2)	3	99999	10	0	30	360	360	31	85	85																36	150	39	7									1714	2274	1754	1794	2114	2851	818	843	2		2234	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (3)	4	99999	10	0																						36	150	39	7									1714	2354	1754	1914	2114	2194	818	843	3		1670	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (4)	0	99999	10	0	30	135	135	31	80	80																36	150	39	7									1714	2314	1754	1794	2114	2194	818	843	4		2794	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (5)	2	99999	10	0	30	160	160	31	80	80																36	150	39	7									1714	2394	1754	1834	2114	2194	818	843	5	1478	2234	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth125yh.spr	23	2	3	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (6)	1	99999	10	0	30	720	720	31	90	90																36	150	39	7									1714	2434	1754	1874	2618	2851	818	843	6	1500	2794	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa §ao	0	0	1	\spr\item\equip\weapon\obj-blade53yh.spr	10	1	4	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	150	39	7									2736	2274	2513	1794	2114	2851	818	843	7		1670	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes125yh.spr	26	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (8)	4	99999	10	0	30	160	160	31	80	80																36	150	39	7									1714	2354	1754	1914	1954	2194	818	843	8	1496	2234	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (9)	0	99999	10	0																						36	150	39	7									1714	2314	1754	1794	2114	2194	818	843	9	1490	2234	2	15
[ChÝ T«n] Anh Hµo NghiÖp Háa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp [ChÝ T«n] Anh Hµo (10)	2	99999	10	0																						36	150	39	7									1714	2394	1754	1834	2114	2194	818	843	10		1670	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc Phï	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (1)	3	99999	10	0																						36	150	39	8									1714	2434	1754	1874	2154	2194	819	844	1	1512	2234	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap127yh.spr	28	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (2)	4	99999	10	0	30	360	360	31	85	85																36	150	39	8									1714	2274	1754	1794	2114	2696	819	844	2		2234	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (3)	0	99999	10	0																						36	150	39	8									1714	2354	1754	1914	2114	2194	819	844	3		1670	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (4)	2	99999	10	0	30	135	135	31	80	80																36	150	39	8									1714	2314	1754	1794	2114	2194	819	844	4		2794	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc Ph¸p §íi	0	6	1	\spr\item\equip\sash\obj-sash112yh.spr	33	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (5)	1	99999	10	0	30	160	160	31	80	80																36	150	39	8									1714	2394	1754	1834	2114	2194	819	844	5	1506	2234	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth127yh.spr	24	2	3	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (6)	3	99999	10	0	30	720	720	31	90	90																36	150	39	8									1714	2434	1754	1874	2618	2696	819	844	6	1528	2794	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword45yh.spr	9	1	3	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	8									2735	2274	2553	1794	2114	2696	819	844	7		1670	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc L÷	0	5	0	\spr\item\equip\boots\obj-shoes127yh.spr	26	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (8)	0	99999	10	0	30	160	160	31	80	80																36	150	39	8									1714	2354	1754	1914	1954	2194	819	844	8	1524	2234	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (9)	2	99999	10	0																						36	150	39	8									1714	2314	1754	1794	2114	2194	819	844	9	1518	2234	2	15
[ChÝ T«n] Anh Hµo Th¸i Cùc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp [ChÝ T«n] Anh Hµo (10)	1	99999	10	0																						36	150	39	8									1714	2394	1754	1834	2114	2194	819	844	10		1670	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n Phï	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (1)	0	99999	10	0																						36	150	39	8									1714	2434	1754	1874	2154	2194	820	845	1	1540	2234	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap127yh.spr	28	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	8									1714	2274	1754	1794	2114	2696	820	845	2		2234	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (3)	1	99999	10	0																						36	150	39	8									1714	2354	1754	1914	2114	2194	820	845	3		1670	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	8									1714	2314	1754	1794	2114	2194	820	845	4	1552	2794	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n Ph¸p §íi	0	6	0	\spr\item\equip\sash\obj-sash112yh.spr	32	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	8									1714	2394	1754	1834	2114	2194	820	845	5	1534	2234	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth127yh.spr	24	2	3	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	8									1714	2434	1754	1874	2618	2696	820	845	6	1556	2794	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword45yh.spr	9	1	3	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	8									2716	2274	1993	2034	2114	2696	820	845	7		1670	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n L÷	0	5	0	\spr\item\equip\boots\obj-shoes127yh.spr	26	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	8									1714	2354	1754	1914	1954	2194	820	845	8		2234	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (9)	3	99999	10	0																						36	150	39	8									1714	2314	1754	1794	2114	2194	820	845	9	1546	2234	2	15
[ChÝ T«n] Anh Hµo Linh Ch©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp [ChÝ T«n] Anh Hµo (10)	4	99999	10	0																						36	150	39	8									1714	2394	1754	1834	2114	2194	820	845	10		1670	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (1)	0	99999	10	0																						36	150	39	9									1714	2434	1754	1874	2154	2194	821	846	1	1568	2234	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap128yh.spr	28	2	2	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	9									1714	2274	1754	1794	2114	2696	821	846	2		2234	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (3)	1	99999	10	0																						36	150	39	9									1714	2354	1754	1914	2114	2194	821	846	3		1670	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	9									1714	2314	1754	1794	2114	2194	821	846	4	1580	2794	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash112yh.spr	33	2	1	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	9									1714	2394	1754	1834	2114	2194	821	846	5	1562	2234	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth128yh.spr	24	2	3	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	9									1714	2434	1754	1874	2618	2696	821	846	6	1584	2794	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång §ao	0	0	1	\spr\item\equip\weapon\obj-blade54yh.spr	10	1	4	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	150	39	9									2717	2274	1993	2034	2114	2696	821	846	7		1670	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes128yh.spr	26	2	2	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	9									1714	2354	1754	1914	1954	2194	821	846	8		2234	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (9)	3	99999	10	0																						36	150	39	9									1714	2314	1754	1794	2114	2194	821	846	9	1573	2234	2	15
[ChÝ T«n] Anh Hµo B¹ch Hång H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp [ChÝ T«n] Anh Hµo (10)	4	99999	10	0																						36	150	39	9									1714	2394	1754	1834	2114	2194	821	846	10		1670	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (1)	3	99999	10	0																						36	150	39	9									1714	2434	1754	1874	2154	2194	822	847	1	1596	2234	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap128yh.spr	28	2	2	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (2)	4	99999	10	0	30	360	360	31	85	85																36	150	39	9									1714	2274	1754	1794	2114	2696	822	847	2		2234	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (3)	0	99999	10	0																						36	150	39	9									1714	2354	1754	1914	2114	2194	822	847	3		1670	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (4)	2	99999	10	0	30	135	135	31	80	80																36	150	39	9									1714	2314	1754	1794	2114	2194	822	847	4		2794	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash112yh.spr	32	2	1	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (5)	1	99999	10	0	30	160	160	31	80	80																36	150	39	9									1714	2394	1754	1834	2114	2194	822	847	5	1590	2234	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth128yh.spr	24	2	3	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (6)	3	99999	10	0	30	720	720	31	90	90																36	150	39	9									1714	2434	1754	1874	2618	2696	822	847	6	1612	2794	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword46yh.spr	9	1	3	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	9									2736	2274	2553	1794	2114	2696	822	847	7		1670	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes128yh.spr	26	2	2	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (8)	0	99999	10	0	30	160	160	31	80	80																36	150	39	9									1714	2354	1754	1914	1954	2194	822	847	8	1608	2234	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn Béi	0	9	1	\spr\item\equip\waist\obj-waist112yh.spr	36	1	2	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (9)	2	99999	10	0																						36	150	39	9									1714	2314	1754	1794	2114	2194	822	847	9	1602	2234	2	15
[ChÝ T«n] Anh Hµo Tö §iÖn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp [ChÝ T«n] Anh Hµo (10)	1	99999	10	0																						36	150	39	9									1714	2394	1754	1834	2114	2194	822	847	10		1670	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck110yh.spr	36	2	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (1)	0	99999	10	0																						36	150	39	10									1714	2434	1754	1874	2154	2194	823	848	1	1652	2234	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap129yh.spr	28	2	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	10									1714	2274	1754	1794	2114	2636	823	848	2		2234	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa §Þa Vi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (3)	1	99999	10	0																						36	150	39	10									1714	2354	1754	1914	2114	2194	823	848	3		1670	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle110yh.spr	34	1	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	10									1714	2314	1754	1794	2114	2194	823	848	4		2794	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash110yh.spr	32	2	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	10									1714	2394	1754	1834	2114	2194	823	848	5	1646	2234	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth129yh.spr	24	2	3	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	10									1714	2434	1754	1874	2618	2636	823	848	6	1668	2794	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword47yh.spr	9	1	3	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	10									2735	2274	2473	1794	2114	2636	823	848	7		1670	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes129yh.spr	26	2	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	10									1714	2354	1754	1914	1954	2194	823	848	8	1664	2234	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist110yh.spr	36	1	2	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (9)	3	99999	10	0																						36	150	39	10									1714	2314	1754	1794	2114	2194	823	848	9	1658	2234	2	15
[ChÝ T«n] Anh Hµo BÝch Hoa §Þa TÝch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ T«ng cÊp [ChÝ T«n] Anh Hµo (10)	4	99999	10	0																						36	150	39	10									1714	2394	1754	1834	2114	2194	823	848	10		1670	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck110yh.spr	36	2	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (1)	0	99999	10	0																						36	150	39	10									1714	2434	1754	1874	2154	2194	824	849	1	1624	2234	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap129yh.spr	28	2	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	10									1714	2274	1754	1794	2114	2636	824	849	2		2234	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan Thiªn ThÇn ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (3)	1	99999	10	0																						36	150	39	10									1714	2354	1754	1914	2114	2194	824	849	3		1670	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle110yh.spr	34	1	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	10									1714	2314	1754	1794	2114	2194	824	849	4	1636	2794	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash110yh.spr	32	2	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	10									1714	2394	1754	1834	2114	2194	824	849	5	1618	2234	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth129yh.spr	24	2	3	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	10									1714	2434	1754	1874	2618	2636	824	849	6	1640	2794	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword47yh.spr	9	1	3	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	10									2715	2274	1993	1794	2114	2636	824	849	7		1670	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes129yh.spr	26	2	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	10									1714	2354	1754	1914	1954	2194	824	849	8		2234	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist110yh.spr	36	1	2	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (9)	3	99999	10	0																						36	150	39	10									1714	2314	1754	1794	2114	2194	824	849	9	1630	2234	2	15
[ChÝ T«n] Anh Hµo Th­¬ng Lan Thiªn C¬ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110yh.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm T«ng cÊp [ChÝ T«n] Anh Hµo (10)	4	99999	10	0																						36	150	39	10									1714	2394	1754	1834	2114	2194	824	849	10		1670	2	15
Long T­¬ng Chi L©n (Liªn)	0	4	1	\spr\item\equip\nick\obj-neck31.spr	36	2	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	0	99999	10	0																						36	150											1695	2415	1735	1855	2135	2175	850	851	1		2215	2	16
Long T­¬ng Chi L©n (Kh«i)	0	7	1	\spr\item\equip\cap\obj-ma-cap073.spr	28	2	2	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	2	99999	10	0	30	360	360	31	85	85																36	150											1695	2255	1735	1775	2095	2812	850	851	2		2215	2	16
Long T­¬ng Chi L©n (Th­îng Giíi)	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	<color=Yellow>Dµnh cho ng­êi chiÕn th¾ng cña gi¶i ®Êu Thiªn H¹ §Ö NhÊt Bang. Mang lªn ng­êi sÏ cã søc m¹nh tét ®Ønh <color>	1	99999	10	0																						36	150											1695	2335	1735	1895	2095	2175	850	851	3		1670	2	16
