Tªn Thuéc TÝnh				ID	Min	Max	H	I	Skill	Skill	L
C«ng KÝch Kü N¨ng				243	170	180	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	180	190	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	190	200	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	200	210	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	90	95	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	95	100	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	100	105	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	105	110	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	110	115	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	115	120	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	120	125	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	125	130	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	130	135	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	135	140	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	140	145	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	90	95	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	95	100	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	100	105	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	105	110	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	110	115	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	115	120	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	120	125	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	125	130	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	130	135	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	135	140	-1	-1	0	0	0
T¨ng Kh¸ng §éc D­¬ng				228	140	145	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	90	95	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	95	100	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	100	105	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	105	110	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	110	115	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	115	120	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	120	125	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	125	130	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	130	135	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	135	140	-1	-1	0	0	0
T¨ng Kh¸ng L«i D­¬ng				229	140	145	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	90	95	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	95	100	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	100	105	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	105	110	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	110	115	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	115	120	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	120	125	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	125	130	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	130	135	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	135	140	-1	-1	0	0	0
T¨ng Kh¸ng Háa D­¬ng				230	140	145	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	90	95	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	95	100	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	100	105	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	105	110	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	110	115	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	115	120	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	120	125	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	125	130	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	130	135	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	135	140	-1	-1	0	0	0
Phßng Thñ VËt Lý D­¬ng				231	140	145	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	90	95	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	95	100	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	100	105	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	105	110	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	110	115	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	115	120	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	120	125	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	125	130	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	130	135	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	135	140	-1	-1	0	0	0
T¨ng Kh¸ng B¨ng D­¬ng				232	140	145	-1	-1	0	0	0
TØ LÖ DÞch ChuyÓn Tøc Thêi - Phi Phong				139	1	1	-1	-1	997	997	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	1	1	-1	-1	996	996	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	1	1	-1	-1	993	993	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	1	1	-1	-1	994	994	0
TØ LÖ Träng KÝch TuyÖt §èi				139	1	1	-1	-1	998	998	0
TØ LÖ Träng KÝch TuyÖt §èi				139	1	1	-1	-1	999	999	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	2	2	-1	-1	997	997	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	2	2	-1	-1	996	996	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	2	2	-1	-1	993	993	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	2	2	-1	-1	994	994	0
TØ LÖ Träng KÝch TuyÖt §èi				139	2	2	-1	-1	998	998	0
TØ LÖ Träng KÝch TuyÖt §èi				139	2	2	-1	-1	999	999	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	3	3	-1	-1	997	997	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	3	3	-1	-1	996	996	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	3	3	-1	-1	993	993	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	3	3	-1	-1	994	994	0
TØ LÖ Träng KÝch TuyÖt §èi				139	3	3	-1	-1	998	998	0
TØ LÖ Träng KÝch TuyÖt §èi				139	3	3	-1	-1	999	999	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	4	4	-1	-1	997	997	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	4	4	-1	-1	996	996	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	4	4	-1	-1	993	993	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	4	4	-1	-1	994	994	0
TØ LÖ Träng KÝch TuyÖt §èi				139	4	4	-1	-1	998	998	0
TØ LÖ Träng KÝch TuyÖt §èi				139	4	4	-1	-1	999	999	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	5	5	-1	-1	997	997	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	5	5	-1	-1	996	996	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	5	5	-1	-1	993	993	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	5	5	-1	-1	994	994	0
TØ LÖ Träng KÝch TuyÖt §èi				139	5	5	-1	-1	998	998	0
TØ LÖ Träng KÝch TuyÖt §èi				139	5	5	-1	-1	999	999	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	6	6	-1	-1	997	997	0
TØ LÖ DÞch ChuyÓn Tøc Thêi				139	6	6	-1	-1	996	996	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	6	6	-1	-1	993	993	0
TØ LÖ Hãa Gi¶i S¸t Th­¬ng				139	6	6	-1	-1	994	994	0
TØ LÖ Träng KÝch TuyÖt §èi				139	6	6	-1	-1	998	998	0
TØ LÖ Träng KÝch TuyÖt §èi				139	6	6	-1	-1	999	999	0
C«ng KÝch Kü N¨ng				243	20	20	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	40	40	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	60	60	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	80	80	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	100	100	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	120	120	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	140	140	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	160	160	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	180	180	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	200	200	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	228	228	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	250	250	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	10	10	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	20	20	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	30	30	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	40	40	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	50	50	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	60	60	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	70	70	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	80	80	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	90	90	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	100	100	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	120	120	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	150	150	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	1	1	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	2	2	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	3	3	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	4	4	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	5	5	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	6	6	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	7	7	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	8	8	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	9	9	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	10	10	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	12	12	-1	-1	0	0	0
X¸c XuÊt Träng KÝch				227	15	15	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	10	10	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	20	20	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	30	30	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	40	40	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	50	50	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	60	60	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	70	70	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	80	80	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	90	90	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	100	100	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	120	120	-1	-1	0	0	0
Kh¸ng TÊt C¶ D­¬ng				241	150	150	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	1	1	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	2	2	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	3	3	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	4	4	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	5	5	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	6	6	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	7	7	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	8	8	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	9	9	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	10	10	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	12	12	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	15	15	-1	-1	0	0	0
C­êng Th©n Ngù Gi¸p				139	1	1	-1	-1	1550	1550	0
C­êng Th©n Ngù Gi¸p				139	1	1	-1	-1	1551	1551	0
C­êng Th©n Ngù Gi¸p				139	3	3	-1	-1	1552	1552	0
C­êng Th©n Ngù Gi¸p				139	3	3	-1	-1	1553	1553	0
C­êng Th©n Ngù Gi¸p				139	4	4	-1	-1	1554	1554	0
C­êng Th©n Ngù Gi¸p				139	4	4	-1	-1	1555	1555	0
C­êng Th©n Ngù Gi¸p				139	5	5	-1	-1	1556	1556	0
C­êng Th©n Ngù Gi¸p				139	5	5	-1	-1	1557	1557	0
C­êng Th©n Ngù Gi¸p				139	6	6	-1	-1	1558	1558	0
C­êng Th©n Ngù Gi¸p				139	6	6	-1	-1	1559	1559	0
C­êng Th©n Ngù Gi¸p				139	7	7	-1	-1	1560	1560	0
T¨ng Sinh Lùc % D­¬ng - MÆt N¹				234	10	10	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	20	20	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	30	30	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	40	40	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	50	50	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	60	60	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	70	70	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	80	80	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	90	90	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	100	100	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	110	110	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	120	120	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	130	130	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	140	140	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	150	150	-1	-1	0	0	0
T¨ng Sinh Lùc % D­îng				234	200	200	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	20	20	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	40	40	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	60	60	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	80	80	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	100	100	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	120	120	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	140	140	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	160	160	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	180	180	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	200	200	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	220	220	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	240	240	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	260	260	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	280	280	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	300	300	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	350	350	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	10	10	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	20	20	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	30	30	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	40	40	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	50	50	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	60	60	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	70	70	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	80	80	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	90	90	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	100	100	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	110	110	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	120	120	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	130	130	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	140	140	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	150	150	-1	-1	0	0	0
T¨ng Néi Lùc % D­¬ng				236	200	200	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	10	10	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	20	20	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	30	30	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	40	40	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	50	50	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	60	60	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	70	70	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	80	80	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	90	90	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	100	100	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	110	110	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	120	120	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	130	130	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	140	140	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	150	150	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	200	200	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	10	10	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	20	20	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	30	30	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	40	40	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	50	50	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	60	60	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	70	70	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	80	80	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	90	90	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	100	100	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	110	110	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	120	120	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	130	130	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	140	140	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	150	150	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý %				126	200	200	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	10	10	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	20	20	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	30	30	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	40	40	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	50	50	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	60	60	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	70	70	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	80	80	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	90	90	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	100	100	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	110	110	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	120	120	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	130	130	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	140	140	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	150	150	-1	-1	0	0	0
S¸t Th­¬ng VËt Lý §iÓm				121	200	200	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	5	5	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	10	10	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	15	15	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	20	20	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	25	25	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	30	30	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	35	35	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	40	40	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	45	45	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	50	50	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	55	55	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	60	60	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	65	65	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	70	70	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	75	75	-1	-1	0	0	0
Tèc §é §¸nh Néi C«ng				240	100	100	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa - Ên				246	100	100	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	200	200	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	300	300	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	400	400	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	500	500	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	600	600	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	700	700	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	800	800	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	900	900	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	1000	1000	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	1500	1500	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	2000	2000	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	2500	2500	-1	-1	0	0	0
Ngò Hµnh C­êng Hãa				246	3000	3000	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	100	100	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	200	200	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	300	300	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	400	400	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	500	500	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	600	600	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	700	700	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	800	800	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	900	900	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	1000	1000	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	1500	1500	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	2000	2000	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	2500	2500	-1	-1	0	0	0
Ngò Hµnh Nh­îc Hãa				247	3000	3000	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	20	20	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	40	40	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	60	60	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	80	80	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	100	100	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	120	120	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	140	140	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	160	160	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	180	180	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	200	200	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	250	250	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	300	300	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	350	350	-1	-1	0	0	0
C«ng KÝch Kü N¨ng				243	400	400	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	10	10	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	20	20	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	30	30	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	40	40	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	50	50	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	60	60	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	70	70	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	80	80	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	90	90	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	100	100	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	120	120	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	150	150	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	200	200	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	300	300	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	1	1	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	2	2	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	3	3	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	4	4	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	5	5	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	6	6	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	7	7	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	8	8	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	9	9	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	10	10	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	12	12	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	15	15	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	20	20	-1	-1	0	0	0
Håi Phôc Sinh Lùc				190	30	30	-1	-1	0	0	0
T¨ng S¸t Th­¬ng Ngò Hµnh				165	10	10	-1	-1	0	0	0
